Course Code,Major/Minor Name,Structure
GDA-ARTS,Politics and International Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: four compulsory subjects (50 points) thesis (50 points) Total 100 points Please be advised that the Politics and International Studies Specialisation does not accept applications for mid-year admission. Candidates can only commence in Semester 1. Please note: Students must enrol in the thesis POLS40021 Politics & International Thesis Part 1 and POLS40022 Politics & International Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subjects 50 points POLS40013, POLS40024, POLS40025, POLS40023 Thesis Subject 50 points POLS40021, POLS40022 Links http://arts.unimelb.edu.au/ssps "
GDA-ARTS,Public Policy and Management,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: two core subjects (37.5 points) thesis (37.5 points) elective subjects (25 points) Total 100 points Please note: Students must enrol in the thesis PPMN40006 Public Policy & Management Thesis Part 1 and PPMN40007 Public Policy & Management Thesis Part 2 over two consecutive semesters Subject Options Core Subjects 37.5 points POLS40013, PPMN90037 Thesis Subject 37.5 points PPMN40006, PPMN40007 Elective Subjects 25 points ASIA90001, POLS90012, POLS90013, POLS90034, PPMN90057, POLS90063, PPMN90030, PPMN90031, PPMN90032, PPMN90033, PPMN90035, PPMN90048, PPMN90056, SOCI90003, SOCI90020 Links http://arts.unimelb.edu.au/ssps "
GDA-ARTS,Screen Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis (50 points) elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis SCRN40017 Screen & Cultural Studies Thesis Part 1 and SCRN40018 Screen & Cultural Studies Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points SCRN40019 Thesis Subject 50 points SCRN40017, SCRN40018 Elective Subjects 37.5 points AHIS40002, CULS40001, SCRN40002, SCRN40005, SCRN40006, SCRN40009, SCRN40010, SCRN40013 Links http://arts.unimelb.edu.au/culture-communication "
GDA-ARTS,Sociology,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: four compulsory subjects (75 points) core subject (12.5 points) elective subject (12.5 points) Total 100 points Please note: Students must enrol in the thesis SOCI40006 Sociology Thesis Part 1 and SOCI40007 Sociology Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subjects 75 points SOCI40006, SOCI40007, SOCI40008 SOCI40009 Core subject 12.5 points POLS40013, ANTH40012 Elective Subjects 12.5 points SOCI40003, SOTH40001 Links http://arts.unimelb.edu.au/ssps "
GDA-ARTS,Spanish and Latin American Studies,"Structure 100 credit points Subject Options Compulsory Subjects 62.5 points SPAN40002, SPAN40007, SPAN40008 Elective subjects 37.5 points EURO40001, EURO40002, EURO40003, MULT40007 Links http://arts.unimelb.edu.au/soll "
BH-ARTS,Ancient World Studies,"Structure 100 credit points Students undertaking pure honours in Ancient World Studies must complete: Ancient World Studies Thesis (50 points), consisting of subjects ANCW40016 Ancient World Studies Thesis Part 1 and ANCW40017 Ancient World Studies Thesis Part 2; and ANCW40014 Research in Ancient World Studies (12.5 points); and Three elective subjects (37.5 points) The specialisation of Ancient World Studies is unavailable for combined honours. Total 100 points Subject Options Thesis Note: the thesis requires two consecutive semesters of enrolment. ANCW40016, ANCW40017 Compulsory Subject ANCW40014 Electives ANCW40003, ANCW40012, ANCW40001, ANCW40007, ANCW40018, ANCW40015, ANCW40019, ANCW40020, CLAS40038, CLAS40039, CLAS40040, CLAS40041 Students may take two of the following: CLAS40038, CLAS40039, CLAS40040, CLAS40041 Links http://shaps.unimelb.edu.au/students/honours "
BH-ARTS,Anthropology,"Structure 100 credit points Students undertaking pure Honours in Anthropology must complete: 3 compulsory subjects (37.5 points) and thesis subjects (50 points) and elective subject (12.5 points) Students undertaking combined Honours must complete one of the following options: thesis in Anthropology (50 points) and ANTH40001 Philosophy and Scope of Anthropology (12.5 points) and coursework from the combining discipline (equivalent to 37.5 points) Or thesis in the combining discipline (50 points) and coursework from the combining discipline (12.5 points) and ANTH40001 Philosophy and Scope of Anthropology (12.5 points) and ANTH40011 Critical Anthropological Theory (12.5 points) and ANTH40012 Explanation and Understanding OR subject listed as electives for Anthropology Honours (12.5 points) Total: 100 points Please be advised that the Anthropology Specialisation does not accept applications for mid-year admission. Candidates can only commence in Semester 1. Subject Options Thesis (50 points) Note: the thesis requires two consecutive semesters of enrolment. ANTH40009, ANTH40010 Compulsory Subject (37.5 points) ANTH40001, ANTH40011, ANTH40012 Elective Subjects (12.5 points) CRIM40002, DEVT90078, GEND40003, GEND90007, SOTH40001, GEND40009, DEVT90056, SOCI40008 Links http://ssps.unimelb.edu.au/students/honours "
BH-ARTS,Arabic Studies,"Structure 100 credit points Students undertaking pure honours in Arabic Studies must complete: Arabic Studies Thesis (50 points), consisting of subjects ARBC40007 Arabic Thesis Part 1 and ARBC40008 Arabic Thesis Part 2; and Critical Asian Perspectives (12.5 points); and Honours Arabic A (12.5 points); and Honours Arabic B (12.5 points); and One elective subject: either Supervised Reading (Asia Institute), or one other Arabic Studies related honours or post-graduate subject agreed to by the Arabic Studies convenor, or any fourth year elective from the National Centre of Excellence in Islamic Studies. All listed electives are worth 12.5 points. Students undertaking combined honours in Arabic Studies must complete: Arabic Studies Thesis (50 points), consisting of subjects ARBC40007 Arabic Thesis Part 1 and ARBC40008 Arabic Thesis Part 2; and Critical Asian Perspectives (12.5 points); and Three Honours subjects from the combining discipline (totalling 37.5 points). Or Honours thesis in the combining discipline (50 points); and One honours subject in the combining discipline (12.5 points); and Three subjects in Arabic Studies (37.5 points), normally Honours Arabic A, Honours Arabic B and Supervised Reading (Asia Institute). Subject Options Compulsory subjects: 87.5 points for students in pure Arabic Studies honours Combined honours students need to refer to the structure above. Note: The thesis requires two consecutive semesters of enrolment. ARBC40007, ARBC40008, ASIA90004, ARBC40001, ARBC40002 Elective subjects: Students must complete one 12.5 point elective subject from the list below: MULTI90002 Supervised Reading (Asia Institute) (12.5 points); or One Arabic Studies related honours or post-graduate subject agreed to by the Arabic Studies convenor (12.5 points); or Any fourth year elective from the National Centre of Excellence in Islamic Studies (12.5 points). MULT90002, ISLM40001 Links http://www.asiainstitute.unimelb.edu.au/study/arabic "
BH-ARTS,Art History,"Structure 100 credit points Students undertaking pure honours in art history must complete: AHIS40023 Art History Thesis Part 1, and AHIS40024 Art History Thesis Part 2 (50 points); ARTS40001 Research Principles & Practices Honours (*see note below) (12.5 points); 37.5 points of subjects, with at least 25 points of subjects from the advanced research in art history list of subjects Students undertaking combined honours in art history and another discipline must complete: AHIS40023 Art History Thesis Part 1, and AHIS40024 Art History Thesis Part 2 (50 points); ARTS40001 Research Principles & Practices Honours (*see note below) (12.5 points); three honours subjects in the combining discipline (37.5 points) or honours thesis in the combining discipline (50 points); research methods subject in the combining discipline (12.5 points); three subjects from the advanced research in art history list of subjects (37.5 points) *Note: Students must undertake ARTS40001 Research Principles & Practices Honours in the first semester of their Art History Thesis enrolment. Subject Options Compulsory subjects: Note: Art History Thesis requires two consecutive semesters of enrolment. AHIS40023, AHIS40024, ARTS40001 Advanced research in art history subjects: AHIS40006, AHIS40008, AHIS40013, AHIS40016, AHIS40019, AHIS40020, AHIS40022, AHIS40002, AHIS40025, AHIS90008 Additional subjects AHIS90005, AHIS90004, ACUR90005, AHIS90007 Links http://www.culture-communication.unimelb.edu.au/study/art-history "
BH-ARTS,Asian Studies,"Structure 100 credit points Students undertaking pure honours in Asian Studies: Asian Studies Thesis (50 points), consisting of subjects ASIA40004 Asian Studies Thesis Part 1 and ASIA 40005 Asian Studies Thesis Part 2; and Critical Asian Perspectives (12.5 points) Three Asian Studies honours subjects (37.5 points) or Asian Studies Thesis (50 points), consisting of subjects ASIA40004 Asian Studies Thesis Part 1 and ASIA40005 Asian Studies Thesis Part 2; and Critical Asian Perspectives (12.5 points) Two Asian Studies honours subjects (25 points) One other Asia-related honours or post-graduate Subject agreed to by the Asian Studies convenor (12.5 points) Students undertaking combined honours in Asian studies and another discipline must complete: Asian Studies Thesis (50 points), consisting of subjects ASIA40004 Asian Studies Thesis Part 1 and ASIA40005 Asian Studies Thesis Part 2; and Critical Asian Perspectives (12.5 points); and Three honours subjects from the combining discipline (totalling 37.5 points). or Honours thesis in the combining discipline (50 points); and One honours subjects in the combining discipline (12.5 points); and Three honours subjects in Asian studies (37.5 points). Total 100 points Subject Options Compulsory subjects Note: the thesis requires two consecutive semesters of enrolment. ASIA40004, ASIA40005, ASIA90004 Asian Studies Honours Subjects: GEND90006, ASIA90008, ASIA90001, POLS90013, HIST90026, INTS90007, ASIA90017, ASIA90016 Links http://www.asiainstitute.unimelb.edu.au/ "
BH-ARTS,Chinese Studies,"Structure 100 credit points Students undertaking pure honours in Chinese Studies must complete: Chinese Thesis (50 points), consisting of subjects CHIN40006 Chinese Thesis Part 1 and CHIN40007 Chinese Thesis Part 2; Critical Asian Perspectives (12.5 points); Honours Chinese A (12.5 points); Honours Chinese B (12.5 points); and 12.5 points of elective subjects selected from: Topics in Chinese Studies, Supervised Reading (Asia Institute), Education and State Power in China, or Rising China in the Globalised World. Students undertaking combined honours in Chinese Studies must complete: Chinese Thesis (50 points), consisting of subjects CHIN40006 Chinese Thesis Part 1 and CHIN40007 Chinese Thesis Part 2; Critical Asian Perspectives (12.5 points); Three subjects in the combining discipline (37.5 points). Or Honours thesis in the combining discipline (50 points); One subjects in the combining discipline (12.5 points); and Three subjects in Chinese (37.5 points). Total 100 points Subject Options Compulsory Subjects: Pure honours students must complete the following subjects (87.5 points). Note: the thesis requires two consecutive semesters of enrolment. CHIN40006, CHIN40007, ASIA90004, CHIN90001, CHIN90002 Elective subjects: Pure honours students must select one 12.5 point elective from the list of elective subjects below: CHIN90003, MULT90002, INTS90007 Links http://www.asiainstitute.unimelb.edu.au/study/chinese "
BH-ARTS,Classics (Ancient Greek and Latin),"Structure 100 credit points Students undertaking pure honours in Classics must complete: Classics Thesis (50 points), consisting of subjects CLAS40036 Classics Thesis Part 1 and CLAS40037 Classics Thesis Part 2; and ANCW40014 Research in Ancient World Studies (12.5 points); and CLAS40038 CLAS40039 Ancient Greek Honours Seminar 1 & 2 (12.5 points); and CLAS40040 CLAS40041 Latin Honours Seminar 1& 2 (12.5 points); and One elective 4th-year ANCW subject (12.5 points) The specialisation of Classics (Ancient Greek and Latin) is unavailable for combined honours. Total 100 points Subject Options Thesis: Note: the thesis requires two consecutive semesters of enrolment. CLAS40036, CLAS40037 Compulsory Subjects: ANCW40014, CLAS40038, CLAS40039, CLAS40040, CLAS40041 Electives (one of the following): ANCW40003, ANCW40012, ANCW40001, ANCW40007, ANCW40018, ANCW40015, ANCW40019, ANCW40020 Links http://shaps.unimelb.edu.au/students/honours "
BH-ARTS,Creative Writing,"Structure 100 credit points Students undertaking pure honours in creative writing must complete: CWRI40015 Creative Writing Thesis Part 1, and CWRI40016 Creative Writing Thesis Part 2 (50 points); ARTS40001 Research Principles & Practices Honours (*see note below) (12.5 points); and three honours subjects in creative writing from the list below (37.5 points). Students undertaking combined honours in creative writing and another program must complete: CWRI40015 Creative Writing Thesis Part 1, and CWRI40016 Creative Writing Thesis Part 2 (50 points); ARTS40001 Research Principles & Practices Honours (*see note below) (12.5 points); and three honours subjects from the combining program (37.5 points). or honours thesis from the combining program (50 points); research methodology subject from the combining program (12.5 points); and three honours subjects from the list below (37.5 points). Total 100 points *Note: Students must undertake ARTS40001 Research Principles & Practices Honours in the first semester of their Creative Writing Thesis enrolment. Subject Options Compulsory subjects: Note: Creative Writing Thesis requires two consecutive semesters of enrolment. CWRI40015, CWRI40016, ARTS40001 Creative writing honours subjects: CWRI40004, CWRI40011, CWRI40010, CWRI40017, CWRI90009, CWRI40012, CWRI40009, CWRI40014, CWRI40018 Links http://www.culture-communication.unimelb.edu.au/study/creative-writing "
