Subject Code,Prerequisites,Corequisites,Non-allowed Subjects
CHEM90059,Prerequisites None,None,None
ENGM90015,Prerequisites None,None,MGMT90004 Organisational Behaviour
BIOL90037,Prerequisites None,None,None
DPSS90009,Prerequisites None,None,
ECON40002,Prerequisites Admission into or selection of one of the following: BH-COM Bachelor of Commerce (Degree with Honours) MC-ECO Master of Economics GD-ECO Graduate Diploma in Economics Economics specialisation (formal) in the BH-ARTS Bachelor of Arts (Degree with Honours) OR Code Name Teaching period Credit Points ECON30009 Macroeconomics Semester 2 (On Campus - Parkville) 12.5,None,None
PHYC40013,Prerequisites One of Code Name Teaching period Credit Points PHYC40009 Physics Research Project Pt1 Semester 1 (Extended) (On Campus - Parkville) Semester 2 (Extended) (On Campus - Parkville) 12.5 PHYC40010 Physics Research Project Pt1 Semester 2 (Extended) (On Campus - Parkville) Semester 1 (Extended) (On Campus - Parkville) 25 PHYC40011 Physics Research Project Pt1 Semester 2 (Extended) (On Campus - Parkville) Semester 1 (Extended) (On Campus - Parkville) 37.5 PHYC40012 Physics Research Project Pt1 Semester 2 (Extended) (On Campus - Parkville) Semester 1 (Extended) (On Campus - Parkville) 50,None,None
AMGT90017,Prerequisites None,None,None
MAST10014,Prerequisites Admission into one of the following: B-SCIEXT Bachelor of Science (Extended) B-ARTSEXT Bachelor of Arts (Extended),None,None
ELEN90008,Prerequisites 4-year Electrical Engineering degree OR equivalent,None,None
ENGR20005,Prerequisites Option 1 One of Code Name Teaching period Credit Points MAST10005 Calculus 1 Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST10007 Linear Algebra Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST10008 Accelerated Mathematics 1 Semester 1 (On Campus - Parkville) 12.5 MAST10022 Linear Algebra: Advanced Semester 1 (On Campus - Parkville) 12.5 OR Option 2 Admission into or selection of one of the following: MC-MECHENG Master of Mechanical Engineering MC-DINFENG Master of Digital Infrastructure Engineering Mechanical specialisation (formal) in the MC-ENG Master of Engineering Mechanical with Business specialisation (formal) in the MC-ENG Master of Engineering Mechanical with Aerospace specialisation (formal) in the MC-ENG Master of Engineering,None,ENGR30003 Numerical Programming for Engineers
BINF90012,Prerequisites None,None,None
CVEN90073,Prerequisites None,None,None
SCIE90032,Prerequisites Admission into the MC-COMPBIO Master of Computational Biology AND An average of at least 80% in associated coursework in the Master of Computational Biology; and agreement of a supervisor. Enrolment in second semester of this subject is dependent on successful completion of first semester.,None,None
BUSA90193,Prerequisites Code Name Teaching period Credit Points BUSA90480 Leadership September (On Campus - Parkville) April (On Campus - Parkville) Summer Term (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) 6.25 BUSA90481 Managerial Ethics & Business Environment April (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) Summer Term (On Campus - Parkville) 6.25 Code Name Teaching period Credit Points BUSA90060 Data Analysis January (On Campus - Parkville) July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90060 is a concurrent pre-requisite and can be done concurrently with the subject,None,None
BINF90014,Prerequisites None,None,None
MUSI10230,Prerequisites None,None,None
DPSS30007,Prerequisites Students must meet one of the following requisite options: Option 1 Admission into the B-FAPRO Bachelor of Fine Arts (Production) AND Code Name Teaching period Credit Points DPSS10010 Production Studio 2 Semester 2 (On Campus - Southbank) 25 AND Submit a 200-word expression of interest OR Option 2 Admission into the Performance Design major in the B-DES Bachelor of Design AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points FINA30022 Space Studio Semester 1 (On Campus - Southbank) 12.5 AND Submit a 200-word expression of interest,None,None
BUSA90503,Prerequisites All of Code Name Teaching period Credit Points BUSA90501 Advanced Business Analytics July (On Campus - Parkville) 37.5 BUSA90502 Analytics Lab October (On Campus - Parkville) 25,None,None
POPH90230,Prerequisites None,None,None
CWRI90015,"Prerequisites Admission into the D01LF Master of Creative Writing, Publishing and Editing Students must also be enrolled in Code Name Teaching period Credit Points ARTS90032 Research Principles & Practices Graduate Semester 2 (Early-Start) (Dual-Delivery - Parkville) Semester 1 (Early-Start) (Dual-Delivery - Parkville) 12.5 To be eligible to enrol in the minor thesis, all students must submit a 300 word thesis proposal on a relevant topic for approval by the course coordinator at least 2 weeks prior to the semester of enrolment in the thesis. Students admitted into the minor thesis must be in the final 100 points of their degree, with a weighted average mark of H2A (75%) across the previous 50 points of study (or equivalent) prior to enrolment in the thesis. This subject is a capstone in the Master of Creative Writing, Publishing and Editing program and is not available to Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students.",None,
PROP10002,Prerequisites None,None,None
RUSS40006,Prerequisites None,None,None
CHEM40017,Prerequisites A major study (one half of a full-time year of study at third year level) in Chemistry. Admission into the Bachelor of Science (Degree with Honours) program in the School of Chemistry. Students must also be concurrently enrolled in (or have completed) the required coursework subjects for the Bachelor of Science (Degree with Honours) program in the School of Chemistry.,None,None
MCEN90018,Prerequisites Code Name Teaching period Credit Points MCEN90008 Fluid Dynamics Semester 2 (On Campus - Parkville) 12.5,None,None
PHYC90007,Prerequisites All of Code Name Teaching period Credit Points PHYC30018 Quantum Physics Semester 1 (On Campus - Parkville) 12.5 PHYC30016 Electrodynamics Semester 1 (On Campus - Parkville) 12.5 Or equivalent.,None,None
MAST90007,"Prerequisites It is expected that participants will have studied mathematics at VCE level, or equivalent. Students must be enrolled in a Masters-Level program or above. This subject will involve mathematical, statistical and computing skills.",None,CodeNameTeaching periodCredit PointsMAST20005StatisticsSummer Term (On Campus - Parkville)Semester 2 (On Campus - Parkville)12.5MAST90044Thinking and Reasoning with DataSemester 1 (On Campus - Parkville)12.5MAST90058Elements of StatisticsSemester 2 (On Campus - Parkville)12.5
PSYC90042,Prerequisites All of Code Name Teaching period Credit Points PSYC90003 Literature Review Semester 1 (On Campus - Parkville) 6.25 PSYC90006 Basic Interventions Semester 1 (On Campus - Parkville) 6.25 PSYC90007 Cognitive-Behaviour Therapy Semester 1 (On Campus - Parkville) 6.25 PSYC90029 Graduate Research Methods Semester 2 (On Campus - Parkville) 12.5 PSYC90030 Principles of Psychological Assessment Semester 1 (On Campus - Parkville) 6.25 PSYC90031 Adult Psychopathology Summer Term (On Campus - Parkville) 6.25 PSYC90032 Adult Neuropsychological Disorders Year Long (On Campus - Parkville) 12.5 PSYC90082 Clinical Skills in Neuropsychology Semester 2 (On Campus - Parkville) 6.25 PSYC90083 Neuroscience and Psychopharmacology Semester 2 (On Campus - Parkville) 6.25 PSYC90084 Neuroanatomy for Neuropsychologists Semester 1 (On Campus - Parkville) 6.25,None,None
AHIS70001,Prerequisites None,None,None
FINA90007,Prerequisites Code Name Teaching period Credit Points FINA90006 Perspectives in Art & Cultural Theory 1 Semester 1 (On Campus - Southbank) 12.5,None,FINA70010 Perspectives in Art and Cultural Theory 2
FNCE90074,Prerequisites Code Name Teaching period Credit Points COMP90049 Introduction to Machine Learning Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 Students must choose a different laboratory from the one selected in FNCE90073 Laboratory Rotation 1.,None,None
SCIE90023,Prerequisites Admission into the MC-COMPBIO Master of Computational Biology AND An average of at least 80% in associated coursework in the Master of Computational Biology; and agreement of a supervisor. Enrolment in second semester of this subject is dependent on successful completion of first semester.,None,None
ABPL90263,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into the MC-LARCH2Y Master of Landscape Architecture Option 2 Admission into one of the following: 300pt Program course entry point in the MC-LARCH Master of Landscape Architecture MC-LARCH3Y Master of Landscape Architecture AND Code Name Teaching period Credit Points ABPL90283 Ecology for Design Semester 2 (On Campus - Parkville) 12.5,None,None
GEOG90021,Prerequisites Admission to a postgraduate coursework program or fourth year honours.,None,None
TRAN90021,Prerequisites Completion of a minimum of 50 credit points of study,None,None
BUSA90476,Prerequisites None,None,None
SCIE90025,Prerequisites None,None,None
CHEM40010,Prerequisites A major study (one half of a full-time year of study at third year level) in Chemistry. Admission into the Bachelor of Science (Degree with Honours) program in the School of Chemistry. Students must also be concurrently enrolled in (or have completed) the required coursework subjects for the Bachelor of Science (Degree with Honours) program in the School of Chemistry.,None,None
MAST90053,Prerequisites One of Code Name Teaching period Credit Points MAST30005 Algebra Semester 1 (On Campus - Parkville) 12.5 MAST30012 Discrete Mathematics Semester 2 (On Campus - Parkville) 12.5 MAST30028 Numerical Methods & Scientific Computing Semester 2 (On Campus - Parkville) 12.5 Or equivalent,None,None
NURS90106,Prerequisites None,None,None
IBUS20006,Prerequisites a minimum of 100 credit points of study at undergraduate level,None,None
GEOG30007,"Prerequisites Completion of 200 credit points of study, inclusive of 50 credit points of Level 2/Level 3 geography, Urban Planning, Asian studies, Environmental studies and Environmental Science subjects OR Permission of the subject coordinator. (GEOG20010: China in Transition is recommended).",None,CodeNameTeaching periodCredit PointsGEOG90007China Field Class PGNot available in 202425
ELEN90028,Prerequisites Admission into a research higher degree (MPhil or PhD) in Engineering.,None,None
LAWS90163,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points LAWS50027 Dispute Resolution No longer available LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5,None,CodeNameTeaching periodCredit PointsLAWS50039Legal ResearchSemester 2 (On Campus - Parkville)Semester 1 (On Campus - Parkville)12.5
ABPL90436,Prerequisites Admission into one of  the following: MC-ARCH2Y Master of Architecture MC-ARCH Master of Architecture,None,None
LAWS90060,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points LAWS50027 Dispute Resolution No longer available LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5 Only approved applicants can enrol into this subject.,None,None
FNCE40006,Prerequisites Admission into the BH-COM Bachelor of Commerce (Degree with Honours),None,None
MUSI70021,Prerequisites None,None,None
COMP90017,Prerequisites None,None,None
MUSI90253,Prerequisites Admission into the MC-MUSORP Master of Music (Orchestral Performance),None,None
BUSA90030,Prerequisites None,None,None
ABPL90124,Prerequisites Admission into a course at the Melbourne School of Design OR Approval from the subject coordinator,None,None
LAWS50045,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points LAWS50027 Dispute Resolution No longer available LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5,None,None
