Subject Code,Prerequisites
CWRI90015,"Prerequisites Admission into the D01LF Master of Creative Writing, Publishing and Editing Students must also be enrolled in Code Name Teaching period Credit Points ARTS90032 Research Principles & Practices Graduate Semester 2 (Early-Start) (Dual-Delivery - Parkville) Semester 1 (Early-Start) (Dual-Delivery - Parkville) 12.5 To be eligible to enrol in the minor thesis, all students must submit a 300 word thesis proposal on a relevant topic for approval by the course coordinator at least 2 weeks prior to the semester of enrolment in the thesis. Students admitted into the minor thesis must be in the final 100 points of their degree, with a weighted average mark of H2A (75%) across the previous 50 points of study (or equivalent) prior to enrolment in the thesis. This subject is a capstone in the Master of Creative Writing, Publishing and Editing program and is not available to Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students."
PROP10002,Prerequisites None
RUSS40006,Prerequisites None
CHEM40017,Prerequisites A major study (one half of a full-time year of study at third year level) in Chemistry. Admission into the Bachelor of Science (Degree with Honours) program in the School of Chemistry. Students must also be concurrently enrolled in (or have completed) the required coursework subjects for the Bachelor of Science (Degree with Honours) program in the School of Chemistry.
MCEN90018,Prerequisites Code Name Teaching period Credit Points MCEN90008 Fluid Dynamics Semester 2 (On Campus - Parkville) 12.5
PHYC90007,Prerequisites All of Code Name Teaching period Credit Points PHYC30018 Quantum Physics Semester 1 (On Campus - Parkville) 12.5 PHYC30016 Electrodynamics Semester 1 (On Campus - Parkville) 12.5 Or equivalent.
MAST90007,"Prerequisites It is expected that participants will have studied mathematics at VCE level, or equivalent. Students must be enrolled in a Masters-Level program or above. This subject will involve mathematical, statistical and computing skills."
PSYC90042,Prerequisites All of Code Name Teaching period Credit Points PSYC90003 Literature Review Semester 1 (On Campus - Parkville) 6.25 PSYC90006 Basic Interventions Semester 1 (On Campus - Parkville) 6.25 PSYC90007 Cognitive-Behaviour Therapy Semester 1 (On Campus - Parkville) 6.25 PSYC90029 Graduate Research Methods Semester 2 (On Campus - Parkville) 12.5 PSYC90030 Principles of Psychological Assessment Semester 1 (On Campus - Parkville) 6.25 PSYC90031 Adult Psychopathology Summer Term (On Campus - Parkville) 6.25 PSYC90032 Adult Neuropsychological Disorders Year Long (On Campus - Parkville) 12.5 PSYC90082 Clinical Skills in Neuropsychology Semester 2 (On Campus - Parkville) 6.25 PSYC90083 Neuroscience and Psychopharmacology Semester 2 (On Campus - Parkville) 6.25 PSYC90084 Neuroanatomy for Neuropsychologists Semester 1 (On Campus - Parkville) 6.25
AHIS70001,Prerequisites None
FINA90007,Prerequisites Code Name Teaching period Credit Points FINA90006 Perspectives in Art & Cultural Theory 1 Semester 1 (On Campus - Southbank) 12.5
FNCE90074,Prerequisites Code Name Teaching period Credit Points COMP90049 Introduction to Machine Learning Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 Students must choose a different laboratory from the one selected in FNCE90073 Laboratory Rotation 1.
SCIE90023,Prerequisites Admission into the MC-COMPBIO Master of Computational Biology AND An average of at least 80% in associated coursework in the Master of Computational Biology; and agreement of a supervisor. Enrolment in second semester of this subject is dependent on successful completion of first semester.
ABPL90263,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into the MC-LARCH2Y Master of Landscape Architecture Option 2 Admission into one of the following: 300pt Program course entry point in the MC-LARCH Master of Landscape Architecture MC-LARCH3Y Master of Landscape Architecture AND Code Name Teaching period Credit Points ABPL90283 Ecology for Design Semester 2 (On Campus - Parkville) 12.5
GEOG90021,Prerequisites Admission to a postgraduate coursework program or fourth year honours.
TRAN90021,Prerequisites Completion of a minimum of 50 credit points of study
BUSA90476,Prerequisites None
SCIE90025,Prerequisites None
CHEM40010,Prerequisites A major study (one half of a full-time year of study at third year level) in Chemistry. Admission into the Bachelor of Science (Degree with Honours) program in the School of Chemistry. Students must also be concurrently enrolled in (or have completed) the required coursework subjects for the Bachelor of Science (Degree with Honours) program in the School of Chemistry.
MAST90053,Prerequisites One of Code Name Teaching period Credit Points MAST30005 Algebra Semester 1 (On Campus - Parkville) 12.5 MAST30012 Discrete Mathematics Semester 2 (On Campus - Parkville) 12.5 MAST30028 Numerical Methods & Scientific Computing Semester 2 (On Campus - Parkville) 12.5 Or equivalent
NURS90106,Prerequisites None
IBUS20006,Prerequisites a minimum of 100 credit points of study at undergraduate level
GEOG30007,"Prerequisites Completion of 200 credit points of study, inclusive of 50 credit points of Level 2/Level 3 geography, Urban Planning, Asian studies, Environmental studies and Environmental Science subjects OR Permission of the subject coordinator. (GEOG20010: China in Transition is recommended)."
ELEN90028,Prerequisites Admission into a research higher degree (MPhil or PhD) in Engineering.
LAWS90163,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points LAWS50027 Dispute Resolution No longer available LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5
ABPL90436,Prerequisites Admission into one of  the following: MC-ARCH2Y Master of Architecture MC-ARCH Master of Architecture
LAWS90060,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points LAWS50027 Dispute Resolution No longer available LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5 Only approved applicants can enrol into this subject.
FNCE40006,Prerequisites Admission into the BH-COM Bachelor of Commerce (Degree with Honours)
MUSI70021,Prerequisites None
COMP90017,Prerequisites None
MUSI90253,Prerequisites Admission into the MC-MUSORP Master of Music (Orchestral Performance)
BUSA90030,Prerequisites None
ABPL90124,Prerequisites Admission into a course at the Melbourne School of Design OR Approval from the subject coordinator
LAWS50045,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points LAWS50027 Dispute Resolution No longer available LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5
PAED90016,Prerequisites Code Name Teaching period Credit Points GENE90004 Health Communication Skills 1 Not available in 2024 12.5
DPSS20009,Prerequisites Code Name Teaching period Credit Points DPSS10009 Production Studio 1 Semester 1 (On Campus - Southbank) 18.75
ELEN90087,Prerequisites Admission into a research higher degree (MPhil or PhD) in Engineering.
COMP90053,"Prerequisites Students must meet one of the following prerequisite options: Option 1 One of Code Name Teaching period Credit Points COMP30020 Declarative Programming Semester 2 (On Campus - Parkville) 12.5 COMP90048 Declarative Programming Semester 1 (On Campus - Parkville) 12.5 Option 2 Admission into one of the following: 100pt Program course entry point in the MC-IT Master of Information Technology, 150pt Program course entry point in the MC-IT Master of Information Technology AND Selection of the Distributed Computing specialisation (formal) in the MC-IT Master of Information Technology Option 3 Admission into the 100pt Program course entry point in the MC-IT Master of Information Technology AND Selection of the Computing specialisation (formal) in the MC-IT Master of Information Technology"
GEOG90020,Prerequisites None
ABPL90340,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into one of the following: Admission into or selection of one of the following: MC-URBDES Master of Urban Design 200pt Program course entry point in the MC-ARCH Master of Architecture 200pt Program course entry point in the MC-LARCH Master of Landscape Architecture 300pt Program course entry point in the MC-ARCLARC Master of Architecture/Master of Landscape Architecture 300pt Program course entry point in the MC-LARCHUD Master of Landscape Architecture/Master of Urban Design 300pt Program course entry point in the MC-LARCHUP Master of Landscape Architecture/Master of Urban Planning Option 2 Admission into one of the following: Admission into or selection of one of the following: 300pt Program course entry point in the MC-ARCH Master of Architecture 300pt Program course entry point in the MC-LARCH Master of Landscape Architecture 400pt Program course entry point in the MC-LARCHUD Master of Landscape Architecture/Master of Urban Design AND Completion of a minimum of 100 credit points of study.
BUSA90531,Prerequisites 100 credit points from Code Name Teaching period Credit Points BUSA90480 Leadership September (On Campus - Parkville) April (On Campus - Parkville) Summer Term (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) 6.25 BUSA90481 Managerial Ethics & Business Environment April (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) Summer Term (On Campus - Parkville) 6.25 BUSA90243 Marketing September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90060 Data Analysis January (On Campus - Parkville) July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90093 Finance September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90193 Managerial Economics September (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) 12.5 BUSA90224 Managing People April (On Campus - Parkville) January (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 BUSA90026 Business Strategy July (On Campus - Parkville) September (On Campus - Parkville) April (On Campus - Parkville) April (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90001 Financial Accounting September (On Campus - Parkville) April (On Campus - Parkville) July (On Campus - Parkville) January (On Campus - Parkville) 12.5 BUSA90482 General Management 1 September (On Campus - Parkville) 62.5 BUSA90483 General Management 2 January (On Campus - Parkville) 43.75 AND 12.5 credit points from Code Name Teaching period Credit Points BUSA90227 Operations April (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) 12.5 AND Note: BUSA90227 is a concurrent pre-requisite and may be done concurrently with the subject.
GEOM90033,Prerequisites Completion of Code Name Teaching period Credit Points GEOM20015 Sensing and Measurement Semester 2 (On Campus - Parkville) 12.5
PSYC90083,"Prerequisites Admission into the 527CN Master of Psychology (Clinical Neuropsychology), 527CL Master of Psychology (Clinical Psychology), 080CL Master of Psychology (Clinical Psychology)/Doctor of Philosophy, 080CN Master of Psychology (Clinical Neuropsychology)/Doctor of Philosophy"
